18:08:43   27.08.2018             Programme Climap                  MeteoSuisse
Heures en UTC 0040 (UTC)  =  01:40 heures Heure d'hiver  =  02:40 heures Heure d'été
Période: 01.01.1753 00:00  -  01.12.2018 00:00 UTC 32767 -> Valeur manquante
nombre de stations  1
    58	Genève / Cointrin        411 m s.m.	498905/ 122632
nombre de paramètres  2
  1802  température de l'air à 2 m du sol; moyenne mensuelle homogène  [°C]
  1649  température de l'air à 2 m du sol; déviation de la moyenne mensuelle homogène par rapport à la norme 6190  [°C]

  STA JAHR MO TG HH MM  1802  1649
   58 1964  7  1  0  0  20.9   1.8 
   58 1964  8  1  0  0  18.0  -0.2 
   58 1964  9  1  0  0  15.1   0.2 
   58 1964 10  1  0  0   8.9  -1.2 
   58 1964 11  1  0  0   5.9   0.9 
   58 1964 12  1  0  0   0.6  -1.2 
   58 1965  1  1  0  0   0.7  -0.1 
   58 1965  2  1  0  0  -1.1  -3.4 
   58 1965  3  1  0  0   4.0  -1.1 
   58 1965  4  1  0  0   7.8  -1.0 
   58 1965  5  1  0  0  12.9  -0.1 
   58 1965  6  1  0  0  17.1   0.6 
   58 1965  7  1  0  0  17.3  -1.8 
   58 1965  8  1  0  0  16.6  -1.6 
   58 1965  9  1  0  0  12.4  -2.5 
   58 1965 10  1  0  0   9.7  -0.4 
   58 1965 11  1  0  0   5.2   0.2 
   58 1965 12  1  0  0   3.4   1.6 
   58 1966  1  1  0  0  -0.4  -1.2 
   58 1966  2  1  0  0   5.6   3.3 
   58 1966  3  1  0  0   4.3  -0.8 
   58 1966  4  1  0  0  10.3   1.5 
   58 1966  5  1  0  0  14.0   1.0 
   58 1966  6  1  0  0  18.2   1.7 
   58 1966  7  1  0  0  17.4  -1.7 
   58 1966  8  1  0  0  17.4  -0.8 
   58 1966  9  1  0  0  15.7   0.8 
   58 1966 10  1  0  0  12.1   2.0 
   58 1966 11  1  0  0   3.1  -1.9 
   58 1966 12  1  0  0   2.5   0.7 
   58 1967  1  1  0  0   0.7  -0.1 
   58 1967  2  1  0  0   2.9   0.6 
   58 1967  3  1  0  0   6.6   1.5 
   58 1967  4  1  0  0   8.2  -0.6 
   58 1967  5  1  0  0  12.5  -0.5 
   58 1967  6  1  0  0  16.0  -0.5 
   58 1967  7  1  0  0  20.4   1.3 
   58 1967  8  1  0  0  17.9  -0.3 
   58 1967  9  1  0  0  14.2  -0.7 
   58 1967 10  1  0  0  11.7   1.6 
   58 1967 11  1  0  0   5.2   0.2 
   58 1967 12  1  0  0  -0.1  -1.9 
   58 1968  1  1  0  0  -0.5  -1.3 
   58 1968  2  1  0  0   2.7   0.4 
   58 1968  3  1  0  0   5.4   0.3 
   58 1968  4  1  0  0   9.9   1.1 
   58 1968  5  1  0  0  12.3  -0.7 
   58 1968  6  1  0  0  16.5   0.0 
   58 1968  7  1  0  0  18.4  -0.7 
   58 1968  8  1  0  0  16.1  -2.1 
   58 1968  9  1  0  0  13.5  -1.4 
   58 1968 10  1  0  0  11.6   1.5 
   58 1968 11  1  0  0   4.7  -0.3 
   58 1968 12  1  0  0   1.7  -0.1 
   58 1969  1  1  0  0   1.5   0.7 
   58 1969  2  1  0  0  -0.3  -2.6 
   58 1969  3  1  0  0   5.1   0.0 
   58 1969  4  1  0  0   8.8   0.0 
   58 1969  5  1  0  0  13.8   0.8 
   58 1969  6  1  0  0  14.5  -2.0 
   58 1969  7  1  0  0  19.5   0.4 
   58 1969  8  1  0  0  17.8  -0.4 
   58 1969  9  1  0  0  15.1   0.2 
   58 1969 10  1  0  0   9.9  -0.2 
   58 1969 11  1  0  0   5.5   0.5 
   58 1969 12  1  0  0  -1.7  -3.5 
   58 1970  1  1  0  0   0.5  -0.3 
   58 1970  2  1  0  0   2.9   0.6 
   58 1970  3  1  0  0   2.6  -2.5 
   58 1970  4  1  0  0   6.8  -2.0 
   58 1970  5  1  0  0  12.4  -0.6 
   58 1970  6  1  0  0  17.9   1.4 
   58 1970  7  1  0  0  18.9  -0.2 
   58 1970  8  1  0  0  18.6   0.4 
   58 1970  9  1  0  0  15.3   0.4 
   58 1970 10  1  0  0   8.8  -1.3 
   58 1970 11  1  0  0   6.2   1.2 
   58 1970 12  1  0  0   1.2  -0.6 
   58 1971  1  1  0  0  -1.2  -2.0 
   58 1971  2  1  0  0   1.7  -0.6 
   58 1971  3  1  0  0   1.4  -3.7 
   58 1971  4  1  0  0  10.9   2.1 
   58 1971  5  1  0  0  14.0   1.0 
   58 1971  6  1  0  0  15.3  -1.2 
   58 1971  7  1  0  0  20.3   1.2 
   58 1971  8  1  0  0  19.8   1.6 
   58 1971  9  1  0  0  14.0  -0.9 
   58 1971 10  1  0  0  10.3   0.2 
   58 1971 11  1  0  0   3.7  -1.3 
   58 1971 12  1  0  0   1.3  -0.5 
   58 1972  1  1  0  0   1.3   0.5 
   58 1972  2  1  0  0   3.5   1.2 
   58 1972  3  1  0  0   6.2   1.1 
   58 1972  4  1  0  0   8.4  -0.4 
   58 1972  5  1  0  0  12.6  -0.4 
   58 1972  6  1  0  0  15.3  -1.2 
   58 1972  7  1  0  0  18.3  -0.8 
   58 1972  8  1  0  0  17.6  -0.6 
   58 1972  9  1  0  0  11.7  -3.2 
   58 1972 10  1  0  0   8.2  -1.9 
   58 1972 11  1  0  0   6.1   1.1 
   58 1972 12  1  0  0   1.3  -0.5 
   58 1973  1  1  0  0   0.4  -0.4 
   58 1973  2  1  0  0   1.1  -1.2 
   58 1973  3  1  0  0   4.1  -1.0 
   58 1973  4  1  0  0   6.5  -2.3 
   58 1973  5  1  0  0  13.9   0.9 
   58 1973  6  1  0  0  17.0   0.5 
   58 1973  7  1  0  0  18.3  -0.8 
   58 1973  8  1  0  0  19.4   1.2 
   58 1973  9  1  0  0  15.3   0.4 
   58 1973 10  1  0  0   8.6  -1.5 
   58 1973 11  1  0  0   4.2  -0.8 
   58 1973 12  1  0  0   0.9  -0.9 
   58 1974  1  1  0  0   3.5   2.7 
   58 1974  2  1  0  0   4.5   2.2 
   58 1974  3  1  0  0   7.3   2.2 
   58 1974  4  1  0  0   8.9   0.1 
   58 1974  5  1  0  0  12.3  -0.7 
   58 1974  6  1  0  0  15.3  -1.2 
   58 1974  7  1  0  0  18.3  -0.8 
   58 1974  8  1  0  0  18.9   0.7 
   58 1974  9  1  0  0  14.1  -0.8 
   58 1974 10  1  0  0   5.6  -4.5 
   58 1974 11  1  0  0   5.3   0.3 
   58 1974 12  1  0  0   3.8   2.0 
   58 1975  1  1  0  0   3.6   2.8 
   58 1975  2  1  0  0   2.4   0.1 
   58 1975  3  1  0  0   4.4  -0.7 
   58 1975  4  1  0  0   8.9   0.1 
   58 1975  5  1  0  0  12.9  -0.1 
   58 1975  6  1  0  0  15.3  -1.2 
   58 1975  7  1  0  0  19.0  -0.1 
   58 1975  8  1  0  0  18.4   0.2 
   58 1975  9  1  0  0  15.8   0.9 
   58 1975 10  1  0  0   8.2  -1.9 
   58 1975 11  1  0  0   6.0   1.0 
   58 1975 12  1  0  0   1.4  -0.4 
   58 1976  1  1  0  0   1.2   0.4 
   58 1976  2  1  0  0   1.7  -0.6 
   58 1976  3  1  0  0   4.5  -0.6 
   58 1976  4  1  0  0   8.6  -0.2 
   58 1976  5  1  0  0  14.6   1.6 
   58 1976  6  1  0  0  19.5   3.0 
   58 1976  7  1  0  0  20.4   1.3 
   58 1976  8  1  0  0  17.0  -1.2 
   58 1976  9  1  0  0  12.9  -2.0 
   58 1976 10  1  0  0  10.6   0.5 
   58 1976 11  1  0  0   5.5   0.5 
   58 1976 12  1  0  0   1.0  -0.8 
   58 1977  1  1  0  0   1.7   0.9 
   58 1977  2  1  0  0   5.5   3.2 
   58 1977  3  1  0  0   7.5   2.4 
   58 1977  4  1  0  0   8.1  -0.7 
   58 1977  5  1  0  0  12.2  -0.8 
   58 1977  6  1  0  0  15.6  -0.9 
   58 1977  7  1  0  0  18.3  -0.8 
   58 1977  8  1  0  0  16.8  -1.4 
   58 1977  9  1  0  0  13.5  -1.4 
   58 1977 10  1  0  0  11.0   0.9 
   58 1977 11  1  0  0   5.5   0.5 
   58 1977 12  1  0  0   2.7   0.9 
   58 1978  1  1  0  0   1.3   0.5 
   58 1978  2  1  0  0   2.0  -0.3 
   58 1978  3  1  0  0   5.6   0.5 
   58 1978  4  1  0  0   7.7  -1.1 
   58 1978  5  1  0  0  12.1  -0.9 
   58 1978  6  1  0  0  15.7  -0.8 
   58 1978  7  1  0  0  17.7  -1.4 
   58 1978  8  1  0  0  16.5  -1.7 
   58 1978  9  1  0  0  14.1  -0.8 
   58 1978 10  1  0  0   8.6  -1.5 
   58 1978 11  1  0  0   3.8  -1.2 
   58 1978 12  1  0  0   3.3   1.5 
   58 1979  1  1  0  0  -1.0  -1.8 
   58 1979  2  1  0  0   4.1   1.8 
   58 1979  3  1  0  0   6.2   1.1 
   58 1979  4  1  0  0   7.4  -1.4 
   58 1979  5  1  0  0  12.8  -0.2 
   58 1979  6  1  0  0  17.0   0.5 
   58 1979  7  1  0  0  19.2   0.1 
   58 1979  8  1  0  0  16.9  -1.3 
   58 1979  9  1  0  0  14.9   0.0 
   58 1979 10  1  0  0  10.8   0.7 
   58 1979 11  1  0  0   4.6  -0.4 
   58 1979 12  1  0  0   3.7   1.9 
   58 1980  1  1  0  0   0.7  -0.1 
   58 1980  2  1  0  0   4.3   2.0 
   58 1980  3  1  0  0   5.2   0.1 
   58 1980  4  1  0  0   7.3  -1.5 
   58 1980  5  1  0  0  11.4  -1.6 
   58 1980  6  1  0  0  14.7  -1.8 
   58 1980  7  1  0  0  16.3  -2.8 
   58 1980  8  1  0  0  18.6   0.4 
   58 1980  9  1  0  0  15.1   0.2 
   58 1980 10  1  0  0   8.8  -1.3 
   58 1980 11  1  0  0   3.9  -1.1 
   58 1980 12  1  0  0  -0.1  -1.9 
   58 1981  1  1  0  0  -0.6  -1.4 
   58 1981  2  1  0  0  -0.3  -2.6 
   58 1981  3  1  0  0   8.0   2.9 
   58 1981  4  1  0  0  10.6   1.8 
   58 1981  5  1  0  0  12.6  -0.4 
   58 1981  6  1  0  0  16.6   0.1 
   58 1981  7  1  0  0  17.4  -1.7 
   58 1981  8  1  0  0  18.6   0.4 
   58 1981  9  1  0  0  15.3   0.4 
   58 1981 10  1  0  0  10.1   0.0 
   58 1981 11  1  0  0   4.5  -0.5 
   58 1981 12  1  0  0   2.1   0.3 
   58 1982  1  1  0  0   3.1   2.3 
   58 1982  2  1  0  0   2.5   0.2 
   58 1982  3  1  0  0   5.1   0.0 
   58 1982  4  1  0  0   8.9   0.1 
   58 1982  5  1  0  0  13.5   0.5 
   58 1982  6  1  0  0  17.4   0.9 
   58 1982  7  1  0  0  20.3   1.2 
   58 1982  8  1  0  0  18.0  -0.2 
   58 1982  9  1  0  0  16.1   1.2 
   58 1982 10  1  0  0   9.8  -0.3 
   58 1982 11  1  0  0   6.3   1.3 
   58 1982 12  1  0  0   3.8   2.0 
   58 1983  1  1  0  0   2.2   1.4 
   58 1983  2  1  0  0   0.5  -1.8 
   58 1983  3  1  0  0   6.0   0.9 
   58 1983  4  1  0  0   9.0   0.2 
   58 1983  5  1  0  0  11.3  -1.7 
   58 1983  6  1  0  0  17.8   1.3 
   58 1983  7  1  0  0  22.8   3.7 
   58 1983  8  1  0  0  19.5   1.3 
   58 1983  9  1  0  0  16.0   1.1 
   58 1983 10  1  0  0  10.5   0.4 
   58 1983 11  1  0  0   5.3   0.3 
   58 1983 12  1  0  0   2.3   0.5 
   58 1984  1  1  0  0   1.9   1.1 
   58 1984  2  1  0  0   1.6  -0.7 
   58 1984  3  1  0  0   3.6  -1.5 
   58 1984  4  1  0  0   8.4  -0.4 
   58 1984  5  1  0  0  10.5  -2.5 
   58 1984  6  1  0  0  16.2  -0.3 
   58 1984  7  1  0  0  19.7   0.6 
   58 1984  8  1  0  0  18.5   0.3 
   58 1984  9  1  0  0  14.0  -0.9 
   58 1984 10  1  0  0  10.7   0.6 
   58 1984 11  1  0  0   6.5   1.5 
   58 1984 12  1  0  0   2.9   1.1 
   58 1985  1  1  0  0  -3.3  -4.1 
   58 1985  2  1  0  0   0.2  -2.1 
   58 1985  3  1  0  0   3.2  -1.9 
   58 1985  4  1  0  0   9.5   0.7 
   58 1985  5  1  0  0  12.5  -0.5 
   58 1985  6  1  0  0  15.4  -1.1 
   58 1985  7  1  0  0  20.4   1.3 
   58 1985  8  1  0  0  18.4   0.2 
   58 1985  9  1  0  0  16.5   1.6 
   58 1985 10  1  0  0  11.3   1.2 
   58 1985 11  1  0  0   3.0  -2.0 
   58 1985 12  1  0  0   2.8   1.0 
   58 1986  1  1  0  0   1.6   0.8 
   58 1986  2  1  0  0  -1.7  -4.0 
   58 1986  3  1  0  0   4.8  -0.3 
   58 1986  4  1  0  0   7.0  -1.8 
   58 1986  5  1  0  0  15.5   2.5 
   58 1986  6  1  0  0  17.3   0.8 
   58 1986  7  1  0  0  19.9   0.8 
   58 1986  8  1  0  0  18.5   0.3 
   58 1986  9  1  0  0  15.6   0.7 
   58 1986 10  1  0  0  11.9   1.8 
   58 1986 11  1  0  0   5.1   0.1 
   58 1986 12  1  0  0   2.4   0.6 
   58 1987  1  1  0  0  -1.8  -2.6 
   58 1987  2  1  0  0   2.5   0.2 
   58 1987  3  1  0  0   3.7  -1.4 
   58 1987  4  1  0  0  10.0   1.2 
   58 1987  5  1  0  0  11.2  -1.8 
   58 1987  6  1  0  0  15.4  -1.1 
   58 1987  7  1  0  0  19.5   0.4 
   58 1987  8  1  0  0  18.9   0.7 
   58 1987  9  1  0  0  17.6   2.7 
   58 1987 10  1  0  0  11.7   1.6 
   58 1987 11  1  0  0   6.3   1.3 
   58 1987 12  1  0  0   3.4   1.6 
   58 1988  1  1  0  0   4.4   3.6 
   58 1988  2  1  0  0   2.8   0.5 
   58 1988  3  1  0  0   5.2   0.1 
   58 1988  4  1  0  0   9.5   0.7 
   58 1988  5  1  0  0  14.0   1.0 
   58 1988  6  1  0  0  17.0   0.5 
   58 1988  7  1  0  0  19.0  -0.1 
   58 1988  8  1  0  0  19.6   1.4 
   58 1988  9  1  0  0  15.1   0.2 
   58 1988 10  1  0  0  11.7   1.6 
   58 1988 11  1  0  0   4.8  -0.2 
   58 1988 12  1  0  0   3.0   1.2 
   58 1989  1  1  0  0   1.6   0.8 
   58 1989  2  1  0  0   3.2   0.9 
   58 1989  3  1  0  0   8.1   3.0 
   58 1989  4  1  0  0   8.2  -0.6 
   58 1989  5  1  0  0  15.4   2.4 
   58 1989  6  1  0  0  17.1   0.6 
   58 1989  7  1  0  0  20.8   1.7 
   58 1989  8  1  0  0  19.7   1.5 
   58 1989  9  1  0  0  15.5   0.6 
   58 1989 10  1  0  0  11.0   0.9 
   58 1989 11  1  0  0   4.1  -0.9 
   58 1989 12  1  0  0   3.7   1.9 
   58 1990  1  1  0  0   1.4   0.6 
   58 1990  2  1  0  0   6.7   4.4 
   58 1990  3  1  0  0   7.5   2.4 
   58 1990  4  1  0  0   8.2  -0.6 
   58 1990  5  1  0  0  15.6   2.6 
   58 1990  6  1  0  0  16.4  -0.1 
   58 1990  7  1  0  0  19.8   0.7 
   58 1990  8  1  0  0  20.1   1.9 
   58 1990  9  1  0  0  15.1   0.2 
   58 1990 10  1  0  0  11.9   1.8 
   58 1990 11  1  0  0   5.5   0.5 
   58 1990 12  1  0  0   1.1  -0.7 
   58 1991  1  1  0  0   2.4   1.6 
   58 1991  2  1  0  0  -0.1  -2.4 
   58 1991  3  1  0  0   7.6   2.5 
   58 1991  4  1  0  0   8.3  -0.5 
   58 1991  5  1  0  0  11.1  -1.9 
   58 1991  6  1  0  0  16.4  -0.1 
   58 1991  7  1  0  0  21.0   1.9 
   58 1991  8  1  0  0  21.1   2.9 
   58 1991  9  1  0  0  17.7   2.8 
   58 1991 10  1  0  0   9.6  -0.5 
   58 1991 11  1  0  0   5.5   0.5 
   58 1991 12  1  0  0   1.3  -0.5 
   58 1992  1  1  0  0   0.1  -0.7 
   58 1992  2  1  0  0   2.7   0.4 
   58 1992  3  1  0  0   6.6   1.5 
   58 1992  4  1  0  0   9.9   1.1 
   58 1992  5  1  0  0  15.4   2.4 
   58 1992  6  1  0  0  16.4  -0.1 
   58 1992  7  1  0  0  20.0   0.9 
   58 1992  8  1  0  0  21.8   3.6 
   58 1992  9  1  0  0  15.5   0.6 
   58 1992 10  1  0  0   9.3  -0.8 
   58 1992 11  1  0  0   7.0   2.0 
   58 1992 12  1  0  0   2.4   0.6 
   58 1993  1  1  0  0   3.1   2.3 
   58 1993  2  1  0  0   0.7  -1.6 
   58 1993  3  1  0  0   5.2   0.1 
   58 1993  4  1  0  0  10.4   1.6 
   58 1993  5  1  0  0  14.6   1.6 
   58 1993  6  1  0  0  17.7   1.2 
   58 1993  7  1  0  0  18.6  -0.5 
   58 1993  8  1  0  0  19.7   1.5 
   58 1993  9  1  0  0  13.8  -1.1 
   58 1993 10  1  0  0   9.0  -1.1 
   58 1993 11  1  0  0   3.7  -1.3 
   58 1993 12  1  0  0   4.5   2.7 
   58 1994  1  1  0  0   3.3   2.5 
   58 1994  2  1  0  0   3.7   1.4 
   58 1994  3  1  0  0   9.9   4.8 
   58 1994  4  1  0  0   8.0  -0.8 
   58 1994  5  1  0  0  14.6   1.6 
   58 1994  6  1  0  0  17.8   1.3 
   58 1994  7  1  0  0  22.4   3.3 
   58 1994  8  1  0  0  20.9   2.7 
   58 1994  9  1  0  0  14.9   0.0 
   58 1994 10  1  0  0  11.0   0.9 
   58 1994 11  1  0  0   8.6   3.6 
   58 1994 12  1  0  0   4.6   2.8 
   58 1995  1  1  0  0   1.6   0.8 
   58 1995  2  1  0  0   5.8   3.5 
   58 1995  3  1  0  0   4.9  -0.2 
   58 1995  4  1  0  0   9.9   1.1 
   58 1995  5  1  0  0  13.5   0.5 
   58 1995  6  1  0  0  16.1  -0.4 
   58 1995  7  1  0  0  22.0   2.9 
   58 1995  8  1  0  0  19.4   1.2 
   58 1995  9  1  0  0  13.2  -1.7 
   58 1995 10  1  0  0  13.7   3.6 
   58 1995 11  1  0  0   5.4   0.4 
   58 1995 12  1  0  0   2.3   0.5 
   58 1996  1  1  0  0   2.5   1.7 
   58 1996  2  1  0  0   1.3  -1.0 
   58 1996  3  1  0  0   4.6  -0.5 
   58 1996  4  1  0  0   9.9   1.1 
   58 1996  5  1  0  0  13.5   0.5 
   58 1996  6  1  0  0  18.3   1.8 
   58 1996  7  1  0  0  18.6  -0.5 
   58 1996  8  1  0  0  18.0  -0.2 
   58 1996  9  1  0  0  12.6  -2.3 
   58 1996 10  1  0  0  10.5   0.4 
   58 1996 11  1  0  0   5.6   0.6 
   58 1996 12  1  0  0   2.1   0.3 
   58 1997  1  1  0  0   0.5  -0.3 
   58 1997  2  1  0  0   5.0   2.7 
   58 1997  3  1  0  0   7.7   2.6 
   58 1997  4  1  0  0   9.5   0.7 
   58 1997  5  1  0  0  14.3   1.3 
   58 1997  6  1  0  0  16.7   0.2 
   58 1997  7  1  0  0  18.1  -1.0 
   58 1997  8  1  0  0  20.7   2.5 
   58 1997  9  1  0  0  16.5   1.6 
   58 1997 10  1  0  0  10.6   0.5 
   58 1997 11  1  0  0   5.9   0.9 
   58 1997 12  1  0  0   3.4   1.6 
   58 1998  1  1  0  0   3.0   2.2 
   58 1998  2  1  0  0   3.8   1.5 
   58 1998  3  1  0  0   6.9   1.8 
   58 1998  4  1  0  0   9.1   0.3 
   58 1998  5  1  0  0  15.6   2.6 
   58 1998  6  1  0  0  18.2   1.7 
   58 1998  7  1  0  0  20.9   1.8 
   58 1998  8  1  0  0  19.8   1.6 
   58 1998  9  1  0  0  14.7  -0.2 
   58 1998 10  1  0  0  11.1   1.0 
   58 1998 11  1  0  0   3.2  -1.8 
   58 1998 12  1  0  0   1.2  -0.6 
   58 1999  1  1  0  0   2.0   1.2 
   58 1999  2  1  0  0   1.1  -1.2 
   58 1999  3  1  0  0   6.5   1.4 
   58 1999  4  1  0  0   9.1   0.3 
   58 1999  5  1  0  0  16.1   3.1 
   58 1999  6  1  0  0  16.5   0.0 
   58 1999  7  1  0  0  20.4   1.3 
   58 1999  8  1  0  0  19.3   1.1 
   58 1999  9  1  0  0  17.6   2.7 
   58 1999 10  1  0  0  10.8   0.7 
   58 1999 11  1  0  0   3.8  -1.2 
   58 1999 12  1  0  0   2.9   1.1 
   58 2000  1  1  0  0   0.7  -0.1 
   58 2000  2  1  0  0   4.3   2.0 
   58 2000  3  1  0  0   6.5   1.4 
   58 2000  4  1  0  0  10.2   1.4 
   58 2000  5  1  0  0  15.9   2.9 
   58 2000  6  1  0  0  19.2   2.7 
   58 2000  7  1  0  0  17.9  -1.2 
   58 2000  8  1  0  0  20.1   1.9 
   58 2000  9  1  0  0  16.2   1.3 
   58 2000 10  1  0  0  11.6   1.5 
   58 2000 11  1  0  0   6.7   1.7 
   58 2000 12  1  0  0   4.7   2.9 
   58 2001  1  1  0  0   3.2   2.4 
   58 2001  2  1  0  0   4.6   2.3 
   58 2001  3  1  0  0   8.8   3.7 
   58 2001  4  1  0  0   8.3  -0.5 
   58 2001  5  1  0  0  16.1   3.1 
   58 2001  6  1  0  0  17.0   0.5 
   58 2001  7  1  0  0  19.9   0.8 
   58 2001  8  1  0  0  20.2   2.0 
   58 2001  9  1  0  0  12.9  -2.0 
   58 2001 10  1  0  0  13.9   3.8 
   58 2001 11  1  0  0   4.0  -1.0 
   58 2001 12  1  0  0   1.3  -0.5 
   58 2002  1  1  0  0   1.1   0.3 
   58 2002  2  1  0  0   6.0   3.7 
   58 2002  3  1  0  0   7.5   2.4 
   58 2002  4  1  0  0  10.2   1.4 
   58 2002  5  1  0  0  13.1   0.1 
   58 2002  6  1  0  0  20.2   3.7 
   58 2002  7  1  0  0  19.6   0.5 
   58 2002  8  1  0  0  18.3   0.1 
   58 2002  9  1  0  0  14.8  -0.1 
   58 2002 10  1  0  0  11.3   1.2 
   58 2002 11  1  0  0   7.5   2.5 
   58 2002 12  1  0  0   5.3   3.5 
   58 2003  1  1  0  0   1.3   0.5 
   58 2003  2  1  0  0  -0.1  -2.4 
   58 2003  3  1  0  0   7.8   2.7 
   58 2003  4  1  0  0  10.5   1.7 
   58 2003  5  1  0  0  15.5   2.5 
   58 2003  6  1  0  0  23.7   7.2 
   58 2003  7  1  0  0  22.1   3.0 
   58 2003  8  1  0  0  23.6   5.4 
   58 2003  9  1  0  0  15.5   0.6 
   58 2003 10  1  0  0   8.4  -1.7 
   58 2003 11  1  0  0   5.6   0.6 
   58 2003 12  1  0  0   2.6   0.8 
   58 2004  1  1  0  0   2.3   1.5 
   58 2004  2  1  0  0   3.0   0.7 
   58 2004  3  1  0  0   5.1   0.0 
   58 2004  4  1  0  0  10.2   1.4 
   58 2004  5  1  0  0  13.3   0.3 
   58 2004  6  1  0  0  18.3   1.8 
   58 2004  7  1  0  0  19.5   0.4 
   58 2004  8  1  0  0  19.6   1.4 
   58 2004  9  1  0  0  16.3   1.4 
   58 2004 10  1  0  0  13.1   3.0 
   58 2004 11  1  0  0   5.4   0.4 
   58 2004 12  1  0  0   2.4   0.6 
   58 2005  1  1  0  0   0.8   0.0 
   58 2005  2  1  0  0   0.1  -2.2 
   58 2005  3  1  0  0   6.3   1.2 
   58 2005  4  1  0  0  10.0   1.2 
   58 2005  5  1  0  0  14.8   1.8 
   58 2005  6  1  0  0  20.0   3.5 
   58 2005  7  1  0  0  20.4   1.3 
   58 2005  8  1  0  0  18.1  -0.1 
   58 2005  9  1  0  0  16.3   1.4 
   58 2005 10  1  0  0  11.7   1.6 
   58 2005 11  1  0  0   4.8  -0.2 
   58 2005 12  1  0  0   0.4  -1.4 
   58 2006  1  1  0  0   0.3  -0.5 
   58 2006  2  1  0  0   1.4  -0.9 
   58 2006  3  1  0  0   5.1   0.0 
   58 2006  4  1  0  0  10.2   1.4 
   58 2006  5  1  0  0  14.5   1.5 
   58 2006  6  1  0  0  19.5   3.0 
   58 2006  7  1  0  0  23.7   4.6 
   58 2006  8  1  0  0  16.8  -1.4 
   58 2006  9  1  0  0  18.0   3.1 
   58 2006 10  1  0  0  13.6   3.5 
   58 2006 11  1  0  0   7.7   2.7 
   58 2006 12  1  0  0   3.4   1.6 
   58 2007  1  1  0  0   4.3   3.5 
   58 2007  2  1  0  0   5.6   3.3 
   58 2007  3  1  0  0   6.7   1.6 
   58 2007  4  1  0  0  14.3   5.5 
   58 2007  5  1  0  0  15.3   2.3 
   58 2007  6  1  0  0  18.6   2.1 
   58 2007  7  1  0  0  18.9  -0.2 
   58 2007  8  1  0  0  18.7   0.5 
   58 2007  9  1  0  0  14.7  -0.2 
   58 2007 10  1  0  0  10.8   0.7 
   58 2007 11  1  0  0   4.2  -0.8 
   58 2007 12  1  0  0   2.3   0.5 
   58 2008  1  1  0  0   3.8   3.0 
   58 2008  2  1  0  0   3.9   1.6 
   58 2008  3  1  0  0   6.0   0.9 
   58 2008  4  1  0  0   9.2   0.4 
   58 2008  5  1  0  0  15.8   2.8 
   58 2008  6  1  0  0  18.5   2.0 
   58 2008  7  1  0  0  20.0   0.9 
   58 2008  8  1  0  0  19.3   1.1 
   58 2008  9  1  0  0  14.1  -0.8 
   58 2008 10  1  0  0  11.2   1.1 
   58 2008 11  1  0  0   6.3   1.3 
   58 2008 12  1  0  0   1.6  -0.2 
   58 2009  1  1  0  0  -0.2  -1.0 
   58 2009  2  1  0  0   1.8  -0.5 
   58 2009  3  1  0  0   6.3   1.2 
   58 2009  4  1  0  0  12.4   3.6 
   58 2009  5  1  0  0  17.0   4.0 
   58 2009  6  1  0  0  18.2   1.7 
   58 2009  7  1  0  0  20.5   1.4 
   58 2009  8  1  0  0  21.2   3.0 
   58 2009  9  1  0  0  16.6   1.7 
   58 2009 10  1  0  0  10.6   0.5 
   58 2009 11  1  0  0   7.8   2.8 
   58 2009 12  1  0  0   2.3   0.5 
   58 2010  1  1  0  0  -0.4  -1.2 
   58 2010  2  1  0  0   2.0  -0.3 
   58 2010  3  1  0  0   5.6   0.5 
   58 2010  4  1  0  0  11.0   2.2 
   58 2010  5  1  0  0  13.0   0.0 
   58 2010  6  1  0  0  17.6   1.1 
   58 2010  7  1  0  0  22.1   3.0 
   58 2010  8  1  0  0  18.7   0.5 
   58 2010  9  1  0  0  14.4  -0.5 
   58 2010 10  1  0  0  10.1   0.0 
   58 2010 11  1  0  0   6.3   1.3 
   58 2010 12  1  0  0   0.3  -1.5 
   58 2011  1  1  0  0   2.5   1.7 
   58 2011  2  1  0  0   3.1   0.8 
   58 2011  3  1  0  0   7.2   2.1 
   58 2011  4  1  0  0  13.2   4.4 
   58 2011  5  1  0  0  16.3   3.3 
   58 2011  6  1  0  0  17.8   1.3 
   58 2011  7  1  0  0  17.8  -1.3 
   58 2011  8  1  0  0  20.2   2.0 
   58 2011  9  1  0  0  17.2   2.3 
   58 2011 10  1  0  0  11.0   0.9 
   58 2011 11  1  0  0   6.5   1.5 
   58 2011 12  1  0  0   4.2   2.4 
   58 2012  1  1  0  0   2.9   2.1 
   58 2012  2  1  0  0  -2.1  -4.4 
   58 2012  3  1  0  0   8.6   3.5 
   58 2012  4  1  0  0  10.2   1.4 
   58 2012  5  1  0  0  15.1   2.1 
   58 2012  6  1  0  0  19.1   2.6 
   58 2012  7  1  0  0  19.8   0.7 
   58 2012  8  1  0  0  20.7   2.5 
   58 2012  9  1  0  0  15.5   0.6 
   58 2012 10  1  0  0  11.2   1.1 
   58 2012 11  1  0  0   7.0   2.0 
   58 2012 12  1  0  0   3.0   1.2 
   58 2013  1  1  0  0   1.3   0.5 
   58 2013  2  1  0  0   0.4  -1.9 
   58 2013  3  1  0  0   4.2  -0.9 
   58 2013  4  1  0  0  10.3   1.5 
