18:08:43   27.08.2018             Programme Climap                  MeteoSuisse
Heures en UTC 0040 (UTC)  =  01:40 heures Heure d'hiver  =  02:40 heures Heure d'été
Période: 01.01.1753 00:00  -  01.12.2018 00:00 UTC 32767 -> Valeur manquante
nombre de stations  1
    58	Genève / Cointrin        411 m s.m.	498905/ 122632
nombre de paramètres  2
  1802  température de l'air à 2 m du sol; moyenne mensuelle homogène  [°C]
  1649  température de l'air à 2 m du sol; déviation de la moyenne mensuelle homogène par rapport à la norme 6190  [°C]

  STA JAHR MO TG HH MM  1802  1649
   58 1867 12  1  0  0  -0.8  -2.6 
   58 1868  1  1  0  0  -1.2  -2.0 
   58 1868  2  1  0  0   2.7   0.4 
   58 1868  3  1  0  0   3.7  -1.4 
   58 1868  4  1  0  0   8.2  -0.6 
   58 1868  5  1  0  0  17.5   4.5 
   58 1868  6  1  0  0  18.0   1.5 
   58 1868  7  1  0  0  19.2   0.1 
   58 1868  8  1  0  0  18.3   0.1 
   58 1868  9  1  0  0  16.2   1.3 
   58 1868 10  1  0  0   9.8  -0.3 
   58 1868 11  1  0  0   2.4  -2.6 
   58 1868 12  1  0  0   6.5   4.7 
   58 1869  1  1  0  0   0.3  -0.5 
   58 1869  2  1  0  0   4.7   2.4 
   58 1869  3  1  0  0   1.8  -3.3 
   58 1869  4  1  0  0  10.0   1.2 
   58 1869  5  1  0  0  14.4   1.4 
   58 1869  6  1  0  0  14.8  -1.7 
   58 1869  7  1  0  0  20.7   1.6 
   58 1869  8  1  0  0  17.4  -0.8 
   58 1869  9  1  0  0  15.2   0.3 
   58 1869 10  1  0  0   7.7  -2.4 
   58 1869 11  1  0  0   4.4  -0.6 
   58 1869 12  1  0  0   0.0  -1.8 
   58 1870  1  1  0  0  -0.4  -1.2 
   58 1870  2  1  0  0  -0.8  -3.1 
   58 1870  3  1  0  0   3.2  -1.9 
   58 1870  4  1  0  0   9.1   0.3 
   58 1870  5  1  0  0  15.0   2.0 
   58 1870  6  1  0  0  18.7   2.2 
   58 1870  7  1  0  0  21.5   2.4 
   58 1870  8  1  0  0  16.4  -1.8 
   58 1870  9  1  0  0  13.4  -1.5 
   58 1870 10  1  0  0   9.6  -0.5 
   58 1870 11  1  0  0   4.0  -1.0 
   58 1870 12  1  0  0  -2.5  -4.3 
   58 1871  1  1  0  0  -3.4  -4.2 
   58 1871  2  1  0  0   1.3  -1.0 
   58 1871  3  1  0  0   4.6  -0.5 
   58 1871  4  1  0  0   9.7   0.9 
   58 1871  5  1  0  0  13.0   0.0 
   58 1871  6  1  0  0  13.8  -2.7 
   58 1871  7  1  0  0  19.5   0.4 
   58 1871  8  1  0  0  18.4   0.2 
   58 1871  9  1  0  0  17.0   2.1 
   58 1871 10  1  0  0   8.6  -1.5 
   58 1871 11  1  0  0   1.4  -3.6 
   58 1871 12  1  0  0  -5.0  -6.8 
   58 1872  1  1  0  0   0.7  -0.1 
   58 1872  2  1  0  0   1.5  -0.8 
   58 1872  3  1  0  0   5.6   0.5 
   58 1872  4  1  0  0   9.2   0.4 
   58 1872  5  1  0  0  12.1  -0.9 
   58 1872  6  1  0  0  16.4  -0.1 
   58 1872  7  1  0  0  19.4   0.3 
   58 1872  8  1  0  0  17.4  -0.8 
   58 1872  9  1  0  0  16.0   1.1 
   58 1872 10  1  0  0   9.5  -0.6 
   58 1872 11  1  0  0   7.2   2.2 
   58 1872 12  1  0  0   3.3   1.5 
   58 1873  1  1  0  0   1.8   1.0 
   58 1873  2  1  0  0   1.1  -1.2 
   58 1873  3  1  0  0   6.8   1.7 
   58 1873  4  1  0  0   7.7  -1.1 
   58 1873  5  1  0  0  11.8  -1.2 
   58 1873  6  1  0  0  17.0   0.5 
   58 1873  7  1  0  0  20.9   1.8 
   58 1873  8  1  0  0  19.8   1.6 
   58 1873  9  1  0  0  14.2  -0.7 
   58 1873 10  1  0  0  10.3   0.2 
   58 1873 11  1  0  0   5.1   0.1 
   58 1873 12  1  0  0   0.0  -1.8 
   58 1874  1  1  0  0  -0.3  -1.1 
   58 1874  2  1  0  0   1.0  -1.3 
   58 1874  3  1  0  0   4.7  -0.4 
   58 1874  4  1  0  0  10.4   1.6 
   58 1874  5  1  0  0  10.2  -2.8 
   58 1874  6  1  0  0  17.4   0.9 
   58 1874  7  1  0  0  20.8   1.7 
   58 1874  8  1  0  0  16.6  -1.6 
   58 1874  9  1  0  0  15.6   0.7 
   58 1874 10  1  0  0   9.2  -0.9 
   58 1874 11  1  0  0   3.2  -1.8 
   58 1874 12  1  0  0  -0.7  -2.5 
   58 1875  1  1  0  0   2.2   1.4 
   58 1875  2  1  0  0  -1.0  -3.3 
   58 1875  3  1  0  0   3.9  -1.2 
   58 1875  4  1  0  0   8.7  -0.1 
   58 1875  5  1  0  0  15.5   2.5 
   58 1875  6  1  0  0  17.7   1.2 
   58 1875  7  1  0  0  17.0  -2.1 
   58 1875  8  1  0  0  18.8   0.6 
   58 1875  9  1  0  0  16.2   1.3 
   58 1875 10  1  0  0   8.8  -1.3 
   58 1875 11  1  0  0   4.9  -0.1 
   58 1875 12  1  0  0  -0.9  -2.7 
   58 1876  1  1  0  0  -1.6  -2.4 
   58 1876  2  1  0  0   3.0   0.7 
   58 1876  3  1  0  0   5.1   0.0 
   58 1876  4  1  0  0   8.4  -0.4 
   58 1876  5  1  0  0  10.6  -2.4 
   58 1876  6  1  0  0  16.4  -0.1 
   58 1876  7  1  0  0  19.8   0.7 
   58 1876  8  1  0  0  18.9   0.7 
   58 1876  9  1  0  0  13.3  -1.6 
   58 1876 10  1  0  0  11.6   1.5 
   58 1876 11  1  0  0   3.3  -1.7 
   58 1876 12  1  0  0   4.9   3.1 
   58 1877  1  1  0  0   3.5   2.7 
   58 1877  2  1  0  0   3.9   1.6 
   58 1877  3  1  0  0   4.0  -1.1 
   58 1877  4  1  0  0   8.4  -0.4 
   58 1877  5  1  0  0  11.1  -1.9 
   58 1877  6  1  0  0  19.0   2.5 
   58 1877  7  1  0  0  18.2  -0.9 
   58 1877  8  1  0  0  19.1   0.9 
   58 1877  9  1  0  0  12.9  -2.0 
   58 1877 10  1  0  0   7.3  -2.8 
   58 1877 11  1  0  0   6.3   1.3 
   58 1877 12  1  0  0   2.3   0.5 
   58 1878  1  1  0  0  -1.0  -1.8 
   58 1878  2  1  0  0   1.4  -0.9 
   58 1878  3  1  0  0   4.0  -1.1 
   58 1878  4  1  0  0   8.7  -0.1 
   58 1878  5  1  0  0  14.1   1.1 
   58 1878  6  1  0  0  16.1  -0.4 
   58 1878  7  1  0  0  18.2  -0.9 
   58 1878  8  1  0  0  17.8  -0.4 
   58 1878  9  1  0  0  14.3  -0.6 
   58 1878 10  1  0  0  10.0  -0.1 
   58 1878 11  1  0  0   3.1  -1.9 
   58 1878 12  1  0  0  -1.6  -3.4 
   58 1879  1  1  0  0  -0.4  -1.2 
   58 1879  2  1  0  0   2.9   0.6 
   58 1879  3  1  0  0   5.6   0.5 
   58 1879  4  1  0  0   6.6  -2.2 
   58 1879  5  1  0  0   9.4  -3.6 
   58 1879  6  1  0  0  17.1   0.6 
   58 1879  7  1  0  0  16.1  -3.0 
   58 1879  8  1  0  0  19.2   1.0 
   58 1879  9  1  0  0  14.4  -0.5 
   58 1879 10  1  0  0   8.1  -2.0 
   58 1879 11  1  0  0   1.8  -3.2 
   58 1879 12  1  0  0  -6.1  -7.9 
   58 1880  1  1  0  0  -4.0  -4.8 
   58 1880  2  1  0  0   1.5  -0.8 
   58 1880  3  1  0  0   6.9   1.8 
   58 1880  4  1  0  0   9.5   0.7 
   58 1880  5  1  0  0  12.0  -1.0 
   58 1880  6  1  0  0  14.6  -1.9 
   58 1880  7  1  0  0  19.8   0.7 
   58 1880  8  1  0  0  17.1  -1.1 
   58 1880  9  1  0  0  15.0   0.1 
   58 1880 10  1  0  0  10.9   0.8 
   58 1880 11  1  0  0   6.0   1.0 
   58 1880 12  1  0  0   5.5   3.7 
   58 1881  1  1  0  0  -1.7  -2.5 
   58 1881  2  1  0  0   3.1   0.8 
   58 1881  3  1  0  0   6.5   1.4 
   58 1881  4  1  0  0   8.8   0.0 
   58 1881  5  1  0  0  12.5  -0.5 
   58 1881  6  1  0  0  16.6   0.1 
   58 1881  7  1  0  0  21.6   2.5 
   58 1881  8  1  0  0  18.8   0.6 
   58 1881  9  1  0  0  12.6  -2.3 
   58 1881 10  1  0  0   6.5  -3.6 
   58 1881 11  1  0  0   5.6   0.6 
   58 1881 12  1  0  0   0.4  -1.4 
   58 1882  1  1  0  0  -0.2  -1.0 
   58 1882  2  1  0  0   1.4  -0.9 
   58 1882  3  1  0  0   6.5   1.4 
   58 1882  4  1  0  0   8.7  -0.1 
   58 1882  5  1  0  0  13.0   0.0 
   58 1882  6  1  0  0  15.4  -1.1 
   58 1882  7  1  0  0  16.6  -2.5 
   58 1882  8  1  0  0  16.5  -1.7 
   58 1882  9  1  0  0  12.8  -2.1 
   58 1882 10  1  0  0  10.0  -0.1 
   58 1882 11  1  0  0   5.9   0.9 
   58 1882 12  1  0  0   2.3   0.5 
   58 1883  1  1  0  0   1.7   0.9 
   58 1883  2  1  0  0   3.8   1.5 
   58 1883  3  1  0  0   1.7  -3.4 
   58 1883  4  1  0  0   7.8  -1.0 
   58 1883  5  1  0  0  13.4   0.4 
   58 1883  6  1  0  0  15.7  -0.8 
   58 1883  7  1  0  0  17.1  -2.0 
   58 1883  8  1  0  0  17.0  -1.2 
   58 1883  9  1  0  0  13.4  -1.5 
   58 1883 10  1  0  0   8.3  -1.8 
   58 1883 11  1  0  0   5.5   0.5 
   58 1883 12  1  0  0   0.5  -1.3 
   58 1884  1  1  0  0   2.3   1.5 
   58 1884  2  1  0  0   3.5   1.2 
   58 1884  3  1  0  0   6.2   1.1 
   58 1884  4  1  0  0   8.2  -0.6 
   58 1884  5  1  0  0  14.3   1.3 
   58 1884  6  1  0  0  14.2  -2.3 
   58 1884  7  1  0  0  19.3   0.2 
   58 1884  8  1  0  0  18.3   0.1 
   58 1884  9  1  0  0  14.4  -0.5 
   58 1884 10  1  0  0   8.5  -1.6 
   58 1884 11  1  0  0   2.3  -2.7 
   58 1884 12  1  0  0   2.1   0.3 
   58 1885  1  1  0  0  -2.4  -3.2 
   58 1885  2  1  0  0   4.3   2.0 
   58 1885  3  1  0  0   4.9  -0.2 
   58 1885  4  1  0  0   9.2   0.4 
   58 1885  5  1  0  0  11.0  -2.0 
   58 1885  6  1  0  0  17.6   1.1 
   58 1885  7  1  0  0  19.8   0.7 
   58 1885  8  1  0  0  18.0  -0.2 
   58 1885  9  1  0  0  13.3  -1.6 
   58 1885 10  1  0  0   8.0  -2.1 
   58 1885 11  1  0  0   5.4   0.4 
   58 1885 12  1  0  0   1.7  -0.1 
   58 1886  1  1  0  0  -1.4  -2.2 
   58 1886  2  1  0  0  -0.6  -2.9 
   58 1886  3  1  0  0   4.1  -1.0 
   58 1886  4  1  0  0   9.9   1.1 
   58 1886  5  1  0  0  13.1   0.1 
   58 1886  6  1  0  0  15.3  -1.2 
   58 1886  7  1  0  0  19.0  -0.1 
   58 1886  8  1  0  0  17.7  -0.5 
   58 1886  9  1  0  0  16.4   1.5 
   58 1886 10  1  0  0  10.1   0.0 
   58 1886 11  1  0  0   5.3   0.3 
   58 1886 12  1  0  0   1.9   0.1 
   58 1887  1  1  0  0  -2.9  -3.7 
   58 1887  2  1  0  0  -1.2  -3.5 
   58 1887  3  1  0  0   1.8  -3.3 
   58 1887  4  1  0  0   8.1  -0.7 
   58 1887  5  1  0  0  10.4  -2.6 
   58 1887  6  1  0  0  17.7   1.2 
   58 1887  7  1  0  0  20.6   1.5 
   58 1887  8  1  0  0  17.8  -0.4 
   58 1887  9  1  0  0  13.2  -1.7 
   58 1887 10  1  0  0   5.9  -4.2 
   58 1887 11  1  0  0   3.1  -1.9 
   58 1887 12  1  0  0   0.5  -1.3 
   58 1888  1  1  0  0  -1.9  -2.7 
   58 1888  2  1  0  0  -1.2  -3.5 
   58 1888  3  1  0  0   3.5  -1.6 
   58 1888  4  1  0  0   6.7  -2.1 
   58 1888  5  1  0  0  14.2   1.2 
   58 1888  6  1  0  0  16.8   0.3 
   58 1888  7  1  0  0  16.0  -3.1 
   58 1888  8  1  0  0  16.1  -2.1 
   58 1888  9  1  0  0  14.9   0.0 
   58 1888 10  1  0  0   6.2  -3.9 
   58 1888 11  1  0  0   5.4   0.4 
   58 1888 12  1  0  0   0.3  -1.5 
   58 1889  1  1  0  0  -1.1  -1.9 
   58 1889  2  1  0  0  -0.6  -2.9 
   58 1889  3  1  0  0   2.2  -2.9 
   58 1889  4  1  0  0   7.6  -1.2 
   58 1889  5  1  0  0  13.8   0.8 
   58 1889  6  1  0  0  17.2   0.7 
   58 1889  7  1  0  0  17.8  -1.3 
   58 1889  8  1  0  0  16.8  -1.4 
   58 1889  9  1  0  0  13.0  -1.9 
   58 1889 10  1  0  0   8.4  -1.7 
   58 1889 11  1  0  0   4.1  -0.9 
   58 1889 12  1  0  0  -1.7  -3.5 
   58 1890  1  1  0  0   0.7  -0.1 
   58 1890  2  1  0  0  -1.6  -3.9 
   58 1890  3  1  0  0   4.1  -1.0 
   58 1890  4  1  0  0   7.9  -0.9 
   58 1890  5  1  0  0  13.5   0.5 
   58 1890  6  1  0  0  16.1  -0.4 
   58 1890  7  1  0  0  17.0  -2.1 
   58 1890  8  1  0  0  16.9  -1.3 
   58 1890  9  1  0  0  13.2  -1.7 
   58 1890 10  1  0  0   7.3  -2.8 
   58 1890 11  1  0  0   3.4  -1.6 
   58 1890 12  1  0  0  -3.7  -5.5 
   58 1891  1  1  0  0  -5.0  -5.8 
   58 1891  2  1  0  0  -1.8  -4.1 
   58 1891  3  1  0  0   3.8  -1.3 
   58 1891  4  1  0  0   6.8  -2.0 
   58 1891  5  1  0  0  12.5  -0.5 
   58 1891  6  1  0  0  16.4  -0.1 
   58 1891  7  1  0  0  17.5  -1.6 
   58 1891  8  1  0  0  16.6  -1.6 
   58 1891  9  1  0  0  14.4  -0.5 
   58 1891 10  1  0  0  10.1   0.0 
   58 1891 11  1  0  0   4.2  -0.8 
   58 1891 12  1  0  0   2.1   0.3 
   58 1892  1  1  0  0  -0.5  -1.3 
   58 1892  2  1  0  0   2.0  -0.3 
   58 1892  3  1  0  0   1.8  -3.3 
   58 1892  4  1  0  0   9.1   0.3 
   58 1892  5  1  0  0  13.2   0.2 
   58 1892  6  1  0  0  17.3   0.8 
   58 1892  7  1  0  0  17.7  -1.4 
   58 1892  8  1  0  0  18.5   0.3 
   58 1892  9  1  0  0  15.1   0.2 
   58 1892 10  1  0  0   8.6  -1.5 
   58 1892 11  1  0  0   6.1   1.1 
   58 1892 12  1  0  0  -1.0  -2.8 
   58 1893  1  1  0  0  -4.5  -5.3 
   58 1893  2  1  0  0   2.5   0.2 
   58 1893  3  1  0  0   5.9   0.8 
   58 1893  4  1  0  0  12.2   3.4 
   58 1893  5  1  0  0  13.5   0.5 
   58 1893  6  1  0  0  17.5   1.0 
   58 1893  7  1  0  0  18.5  -0.6 
   58 1893  8  1  0  0  19.7   1.5 
   58 1893  9  1  0  0  14.7  -0.2 
   58 1893 10  1  0  0  10.6   0.5 
   58 1893 11  1  0  0   4.0  -1.0 
   58 1893 12  1  0  0   0.4  -1.4 
   58 1894  1  1  0  0  -1.1  -1.9 
   58 1894  2  1  0  0   1.8  -0.5 
   58 1894  3  1  0  0   5.1   0.0 
   58 1894  4  1  0  0  10.5   1.7 
   58 1894  5  1  0  0  12.1  -0.9 
   58 1894  6  1  0  0  15.9  -0.6 
   58 1894  7  1  0  0  18.6  -0.5 
   58 1894  8  1  0  0  17.1  -1.1 
   58 1894  9  1  0  0  13.2  -1.7 
   58 1894 10  1  0  0   9.8  -0.3 
   58 1894 11  1  0  0   5.6   0.6 
   58 1894 12  1  0  0   0.4  -1.4 
   58 1895  1  1  0  0  -4.1  -4.9 
   58 1895  2  1  0  0  -5.2  -7.5 
   58 1895  3  1  0  0   2.2  -2.9 
   58 1895  4  1  0  0   9.6   0.8 
   58 1895  5  1  0  0  12.8  -0.2 
   58 1895  6  1  0  0  16.7   0.2 
   58 1895  7  1  0  0  19.1   0.0 
   58 1895  8  1  0  0  17.5  -0.7 
   58 1895  9  1  0  0  16.7   1.8 
   58 1895 10  1  0  0   8.9  -1.2 
   58 1895 11  1  0  0   7.5   2.5 
   58 1895 12  1  0  0   1.9   0.1 
   58 1896  1  1  0  0  -1.5  -2.3 
   58 1896  2  1  0  0  -1.1  -3.4 
   58 1896  3  1  0  0   7.4   2.3 
   58 1896  4  1  0  0   7.3  -1.5 
   58 1896  5  1  0  0  11.6  -1.4 
   58 1896  6  1  0  0  15.6  -0.9 
   58 1896  7  1  0  0  18.3  -0.8 
   58 1896  8  1  0  0  14.7  -3.5 
   58 1896  9  1  0  0  13.3  -1.6 
   58 1896 10  1  0  0   7.9  -2.2 
   58 1896 11  1  0  0   2.9  -2.1 
   58 1896 12  1  0  0   1.3  -0.5 
   58 1897  1  1  0  0  -1.4  -2.2 
   58 1897  2  1  0  0   4.4   2.1 
   58 1897  3  1  0  0   7.3   2.2 
   58 1897  4  1  0  0   8.8   0.0 
   58 1897  5  1  0  0  11.8  -1.2 
   58 1897  6  1  0  0  18.1   1.6 
   58 1897  7  1  0  0  19.1   0.0 
   58 1897  8  1  0  0  17.4  -0.8 
   58 1897  9  1  0  0  12.9  -2.0 
   58 1897 10  1  0  0   7.6  -2.5 
   58 1897 11  1  0  0   3.2  -1.8 
   58 1897 12  1  0  0   0.6  -1.2 
   58 1898  1  1  0  0   0.6  -0.2 
   58 1898  2  1  0  0   1.4  -0.9 
   58 1898  3  1  0  0   3.3  -1.8 
   58 1898  4  1  0  0   9.1   0.3 
   58 1898  5  1  0  0  12.0  -1.0 
   58 1898  6  1  0  0  15.2  -1.3 
   58 1898  7  1  0  0  17.4  -1.7 
   58 1898  8  1  0  0  18.7   0.5 
   58 1898  9  1  0  0  16.1   1.2 
   58 1898 10  1  0  0  10.6   0.5 
   58 1898 11  1  0  0   6.5   1.5 
   58 1898 12  1  0  0   1.5  -0.3 
   58 1899  1  1  0  0   3.4   2.6 
   58 1899  2  1  0  0   3.3   1.0 
   58 1899  3  1  0  0   5.2   0.1 
   58 1899  4  1  0  0   8.3  -0.5 
   58 1899  5  1  0  0  12.3  -0.7 
   58 1899  6  1  0  0  16.4  -0.1 
   58 1899  7  1  0  0  18.1  -1.0 
   58 1899  8  1  0  0  18.8   0.6 
   58 1899  9  1  0  0  14.7  -0.2 
   58 1899 10  1  0  0   9.8  -0.3 
   58 1899 11  1  0  0   4.8  -0.2 
   58 1899 12  1  0  0  -0.4  -2.2 
   58 1900  1  1  0  0   2.0   1.2 
   58 1900  2  1  0  0   3.7   1.4 
   58 1900  3  1  0  0   1.3  -3.8 
   58 1900  4  1  0  0   7.9  -0.9 
   58 1900  5  1  0  0  12.0  -1.0 
   58 1900  6  1  0  0  17.2   0.7 
   58 1900  7  1  0  0  20.0   0.9 
   58 1900  8  1  0  0  17.1  -1.1 
   58 1900  9  1  0  0  15.9   1.0 
   58 1900 10  1  0  0  10.0  -0.1 
   58 1900 11  1  0  0   5.2   0.2 
   58 1900 12  1  0  0   2.8   1.0 
   58 1901  1  1  0  0  -0.8  -1.6 
   58 1901  2  1  0  0  -2.9  -5.2 
   58 1901  3  1  0  0   3.1  -2.0 
   58 1901  4  1  0  0   9.3   0.5 
   58 1901  5  1  0  0  13.4   0.4 
   58 1901  6  1  0  0  17.2   0.7 
   58 1901  7  1  0  0  18.6  -0.5 
   58 1901  8  1  0  0  16.8  -1.4 
   58 1901  9  1  0  0  14.4  -0.5 
   58 1901 10  1  0  0   8.6  -1.5 
   58 1901 11  1  0  0   2.4  -2.6 
   58 1901 12  1  0  0   1.1  -0.7 
   58 1902  1  1  0  0   0.5  -0.3 
   58 1902  2  1  0  0   0.7  -1.6 
   58 1902  3  1  0  0   5.2   0.1 
   58 1902  4  1  0  0  10.7   1.9 
   58 1902  5  1  0  0   9.5  -3.5 
   58 1902  6  1  0  0  15.3  -1.2 
   58 1902  7  1  0  0  19.0  -0.1 
   58 1902  8  1  0  0  16.9  -1.3 
   58 1902  9  1  0  0  13.6  -1.3 
   58 1902 10  1  0  0   8.7  -1.4 
   58 1902 11  1  0  0   3.1  -1.9 
   58 1902 12  1  0  0   0.6  -1.2 
   58 1903  1  1  0  0   0.4  -0.4 
   58 1903  2  1  0  0   2.4   0.1 
   58 1903  3  1  0  0   5.6   0.5 
   58 1903  4  1  0  0   5.9  -2.9 
   58 1903  5  1  0  0  12.6  -0.4 
   58 1903  6  1  0  0  14.7  -1.8 
   58 1903  7  1  0  0  17.3  -1.8 
   58 1903  8  1  0  0  17.3  -0.9 
   58 1903  9  1  0  0  14.3  -0.6 
   58 1903 10  1  0  0  10.1   0.0 
   58 1903 11  1  0  0   4.6  -0.4 
   58 1903 12  1  0  0   0.3  -1.5 
   58 1904  1  1  0  0  -0.6  -1.4 
   58 1904  2  1  0  0   2.6   0.3 
   58 1904  3  1  0  0   4.2  -0.9 
   58 1904  4  1  0  0  10.5   1.7 
   58 1904  5  1  0  0  14.1   1.1 
   58 1904  6  1  0  0  17.1   0.6 
   58 1904  7  1  0  0  21.0   1.9 
   58 1904  8  1  0  0  19.3   1.1 
   58 1904  9  1  0  0  12.6  -2.3 
   58 1904 10  1  0  0   9.1  -1.0 
   58 1904 11  1  0  0   3.4  -1.6 
   58 1904 12  1  0  0   1.3  -0.5 
   58 1905  1  1  0  0  -2.5  -3.3 
   58 1905  2  1  0  0   0.7  -1.6 
   58 1905  3  1  0  0   6.1   1.0 
   58 1905  4  1  0  0   9.6   0.8 
   58 1905  5  1  0  0  11.5  -1.5 
   58 1905  6  1  0  0  17.1   0.6 
   58 1905  7  1  0  0  21.2   2.1 
   58 1905  8  1  0  0  17.8  -0.4 
   58 1905  9  1  0  0  14.4  -0.5 
   58 1905 10  1  0  0   5.3  -4.8 
   58 1905 11  1  0  0   4.1  -0.9 
   58 1905 12  1  0  0   0.7  -1.1 
   58 1906  1  1  0  0   1.2   0.4 
   58 1906  2  1  0  0  -0.2  -2.5 
   58 1906  3  1  0  0   3.7  -1.4 
   58 1906  4  1  0  0   8.2  -0.6 
   58 1906  5  1  0  0  13.0   0.0 
   58 1906  6  1  0  0  16.5   0.0 
   58 1906  7  1  0  0  18.9  -0.2 
   58 1906  8  1  0  0  19.2   1.0 
   58 1906  9  1  0  0  14.4  -0.5 
   58 1906 10  1  0  0  10.9   0.8 
   58 1906 11  1  0  0   5.5   0.5 
   58 1906 12  1  0  0  -1.8  -3.6 
   58 1907  1  1  0  0  -0.5  -1.3 
   58 1907  2  1  0  0  -1.7  -4.0 
   58 1907  3  1  0  0   3.3  -1.8 
   58 1907  4  1  0  0   7.3  -1.5 
   58 1907  5  1  0  0  12.8  -0.2 
   58 1907  6  1  0  0  15.8  -0.7 
   58 1907  7  1  0  0  16.8  -2.3 
   58 1907  8  1  0  0  18.4   0.2 
   58 1907  9  1  0  0  14.6  -0.3 
   58 1907 10  1  0  0   9.8  -0.3 
   58 1907 11  1  0  0   5.7   0.7 
   58 1907 12  1  0  0   3.5   1.7 
   58 1908  1  1  0  0  -2.4  -3.2 
   58 1908  2  1  0  0   1.2  -1.1 
   58 1908  3  1  0  0   3.9  -1.2 
   58 1908  4  1  0  0   6.8  -2.0 
   58 1908  5  1  0  0  14.6   1.6 
   58 1908  6  1  0  0  17.8   1.3 
   58 1908  7  1  0  0  18.0  -1.1 
   58 1908  8  1  0  0  16.6  -1.6 
   58 1908  9  1  0  0  13.6  -1.3 
   58 1908 10  1  0  0   8.9  -1.2 
   58 1908 11  1  0  0   3.0  -2.0 
   58 1908 12  1  0  0   0.7  -1.1 
   58 1909  1  1  0  0  -1.9  -2.7 
   58 1909  2  1  0  0  -1.5  -3.8 
   58 1909  3  1  0  0   2.1  -3.0 
   58 1909  4  1  0  0   9.7   0.9 
   58 1909  5  1  0  0  12.7  -0.3 
   58 1909  6  1  0  0  14.5  -2.0 
   58 1909  7  1  0  0  16.3  -2.8 
   58 1909  8  1  0  0  17.1  -1.1 
   58 1909  9  1  0  0  13.1  -1.8 
   58 1909 10  1  0  0  10.3   0.2 
   58 1909 11  1  0  0   3.2  -1.8 
   58 1909 12  1  0  0   3.7   1.9 
   58 1910  1  1  0  0   1.4   0.6 
   58 1910  2  1  0  0   2.8   0.5 
   58 1910  3  1  0  0   4.4  -0.7 
   58 1910  4  1  0  0   7.7  -1.1 
   58 1910  5  1  0  0  11.5  -1.5 
   58 1910  6  1  0  0  16.5   0.0 
   58 1910  7  1  0  0  16.2  -2.9 
   58 1910  8  1  0  0  16.8  -1.4 
   58 1910  9  1  0  0  12.5  -2.4 
   58 1910 10  1  0  0  10.0  -0.1 
   58 1910 11  1  0  0   4.1  -0.9 
   58 1910 12  1  0  0   3.4   1.6 
   58 1911  1  1  0  0  -2.4  -3.2 
   58 1911  2  1  0  0   1.8  -0.5 
   58 1911  3  1  0  0   4.6  -0.5 
   58 1911  4  1  0  0   7.9  -0.9 
   58 1911  5  1  0  0  13.2   0.2 
   58 1911  6  1  0  0  15.9  -0.6 
   58 1911  7  1  0  0  21.2   2.1 
   58 1911  8  1  0  0  20.8   2.6 
   58 1911  9  1  0  0  16.3   1.4 
   58 1911 10  1  0  0   9.4  -0.7 
   58 1911 11  1  0  0   6.5   1.5 
   58 1911 12  1  0  0   3.2   1.4 
   58 1912  1  1  0  0   1.7   0.9 
   58 1912  2  1  0  0   4.2   1.9 
   58 1912  3  1  0  0   6.9   1.8 
   58 1912  4  1  0  0   8.0  -0.8 
   58 1912  5  1  0  0  14.0   1.0 
   58 1912  6  1  0  0  16.1  -0.4 
   58 1912  7  1  0  0  17.4  -1.7 
   58 1912  8  1  0  0  14.8  -3.4 
   58 1912  9  1  0  0   9.9  -5.0 
   58 1912 10  1  0  0   8.2  -1.9 
   58 1912 11  1  0  0   2.4  -2.6 
   58 1912 12  1  0  0   1.3  -0.5 
   58 1913  1  1  0  0   2.6   1.8 
   58 1913  2  1  0  0   1.1  -1.2 
   58 1913  3  1  0  0   6.4   1.3 
   58 1913  4  1  0  0   8.8   0.0 
   58 1913  5  1  0  0  12.6  -0.4 
   58 1913  6  1  0  0  16.3  -0.2 
   58 1913  7  1  0  0  15.6  -3.5 
   58 1913  8  1  0  0  16.8  -1.4 
   58 1913  9  1  0  0  13.5  -1.4 
   58 1913 10  1  0  0   9.6  -0.5 
   58 1913 11  1  0  0   7.2   2.2 
   58 1913 12  1  0  0   1.4  -0.4 
   58 1914  1  1  0  0  -3.4  -4.2 
   58 1914  2  1  0  0   2.0  -0.3 
   58 1914  3  1  0  0   5.8   0.7 
   58 1914  4  1  0  0  10.5   1.7 
   58 1914  5  1  0  0  11.6  -1.4 
   58 1914  6  1  0  0  15.3  -1.2 
   58 1914  7  1  0  0  16.6  -2.5 
   58 1914  8  1  0  0  17.0  -1.2 
   58 1914  9  1  0  0  13.8  -1.1 
   58 1914 10  1  0  0   8.6  -1.5 
   58 1914 11  1  0  0   3.9  -1.1 
   58 1914 12  1  0  0   4.1   2.3 
   58 1915  1  1  0  0   1.2   0.4 
   58 1915  2  1  0  0   1.0  -1.3 
   58 1915  3  1  0  0   3.9  -1.2 
   58 1915  4  1  0  0   7.6  -1.2 
   58 1915  5  1  0  0  15.2   2.2 
   58 1915  6  1  0  0  18.0   1.5 
   58 1915  7  1  0  0  17.7  -1.4 
   58 1915  8  1  0  0  16.6  -1.6 
   58 1915  9  1  0  0  12.5  -2.4 
   58 1915 10  1  0  0   7.4  -2.7 
   58 1915 11  1  0  0   2.7  -2.3 
   58 1915 12  1  0  0   5.7   3.9 
   58 1916  1  1  0  0   2.2   1.4 
